day,ideal_coverage_percent,productivity_90_percent,productivity_75_percent
25.958333,0.0510896977451,0.0510896977451,0.0510896977451
26.000000,0.0517947467923,0.0517947467923,0.0517947467923
26.041667,0.0525095256712,0.0525095256712,0.0525095256712
26.083333,0.0532341686556,0.0532341686556,0.0532341686556
26.125000,0.0539688118723,0.0539688118723,0.0539688118723
26.166667,0.0547135933267,0.0547135933267,0.0547135933267
26.208333,0.0554686529287,0.0554686529287,0.0554686529287
26.250000,0.056234132519,0.056234132519,0.056234132519
26.291667,0.0570101758958,0.0570101758958,0.0570101758958
26.333333,0.0577969288415,0.0577969288415,0.0577969288415
26.375000,0.0585945391507,0.0585945391507,0.0585945391507
26.416667,0.0594031566573,0.0594031566573,0.0594031566573
26.458333,0.060222933263,0.060222933263,0.060222933263
26.500000,0.0610540229659,0.0610540229659,0.0610540229659
26.541667,0.0618965818891,0.0618965818891,0.0618965818891
26.583333,0.0627507683106,0.0627507683106,0.0627507683106
26.625000,0.0636167426922,0.0636167426922,0.0636167426922
26.666667,0.0644946677104,0.0644946677104,0.0644946677104
26.708333,0.0653847082866,0.0653847082866,0.0653847082866
26.750000,0.0662870316183,0.0662870316183,0.0662870316183
26.791667,0.06720180721,0.06720180721,0.06720180721
26.833333,0.0681292069058,0.0681292069058,0.0681292069058
26.875000,0.069069404921,0.069069404921,0.069069404921
26.916667,0.0700225778753,0.0700225778753,0.0700225778753
26.958333,0.0709889048257,0.0709889048257,0.0709889048257
27.000000,0.0719685673001,0.0719685673001,0.0719685673001
27.041667,0.0729617493318,0.0729617493318,0.0729617493318
27.083333,0.0739686374937,0.0739686374937,0.0739686374937
27.125000,0.0749894209332,0.0749894209332,0.0749894209332
27.166667,0.0760242914084,0.0760242914084,0.0760242914084
27.208333,0.0770734433234,0.0770734433234,0.0770734433234
27.250000,0.0781370737652,0.0781370737652,0.0781370737652
27.291667,0.0792153825406,0.0792153825406,0.0792153825406
27.333333,0.0803085722139,0.0803085722139,0.0803085722139
27.375000,0.0814168481448,0.0814168481448,0.0814168481448
27.416667,0.0825404185268,0.0825404185268,0.0825404185268
27.458333,0.0836794944268,0.0836794944268,0.0836794944268
27.500000,0.0848342898244,0.0848342898244,0.0848342898244
27.541667,0.086005021652,0.086005021652,0.086005021652
27.583333,0.087191909836,0.087191909836,0.087191909836
27.625000,0.0883951773374,0.0883951773374,0.0883951773374
27.666667,0.0896150501947,0.0896150501947,0.0896150501947
27.708333,0.0908517575652,0.0908517575652,0.0908517575652
27.750000,0.0921055317689,0.0921055317689,0.0921055317689
27.791667,0.093376608332,0.093376608332,0.093376608332
27.833333,0.0946652260308,0.0946652260308,0.0946652260308
27.875000,0.0959716269368,0.0959716269368,0.0959716269368
27.916667,0.0972960564621,0.0972960564621,0.0972960564621
27.958333,0.0986387634057,0.0986387634057,0.0986387634057
28.000000,0.1,0.1,0.1
28.041667,0.101380021958,0.101380021958,0.101380021958
28.083333,0.102779088522,0.102779088522,0.102779088522
28.125000,0.104197462512,0.104197462512,0.104197462512
28.166667,0.105635410375,0.105635410375,0.105635410375
28.208333,0.107093202234,0.107093202234,0.107093202234
28.250000,0.10857111194,0.10857111194,0.10857111194
28.291667,0.110069417125,0.110069417125,0.110069417125
28.333333,0.111588399251,0.111588399251,0.111588399251
28.375000,0.113128343663,0.113128343663,0.113128343663
28.416667,0.114689539647,0.114689539647,0.114689539647
28.458333,0.116272280478,0.116272280478,0.116272280478
28.500000,0.117876863479,0.117876863479,0.117876863479
28.541667,0.119503590079,0.119503590079,0.119503590079
28.583333,0.121152765863,0.121152765863,0.121152765863
28.625000,0.122824700635,0.122824700635,0.122824700635
28.666667,0.124519708474,0.124519708474,0.124519708474
28.708333,0.126238107793,0.126238107793,0.126238107793
28.750000,0.1279802214,0.1279802214,0.1279802214
28.791667,0.129746376557,0.129746376557,0.129746376557
28.833333,0.131536905044,0.131536905044,0.131536905044
28.875000,0.133352143216,0.133352143216,0.133352143216
28.916667,0.135192432074,0.135192432074,0.135192432074
28.958333,0.137058117323,0.137058117323,0.137058117323
29.000000,0.138949549437,0.138949549437,0.138949549437
29.041667,0.14086708373,0.14086708373,0.14086708373
29.083333,0.142811080418,0.142811080418,0.142811080418
29.125000,0.144781904686,0.144781904686,0.144781904686
29.166667,0.146779926762,0.146779926762,0.146779926762
29.208333,0.148805521982,0.148805521982,0.148805521982
29.250000,0.15085907086,0.15085907086,0.15085907086
29.291667,0.152940959164,0.152940959164,0.152940959164
29.333333,0.155051577983,0.155051577983,0.155051577983
29.375000,0.157191323806,0.157191323806,0.157191323806
29.416667,0.159360598591,0.159360598591,0.159360598591
29.458333,0.161559809844,0.161559809844,0.161559809844
29.500000,0.163789370695,0.163789370695,0.163789370695
29.541667,0.166049699976,0.166049699976,0.166049699976
29.583333,0.168341222297,0.168341222297,0.168341222297
29.625000,0.17066436813,0.17066436813,0.17066436813
29.666667,0.173019573885,0.173019573885,0.173019573885
29.708333,0.175407281996,0.175407281996,0.175407281996
29.750000,0.177827941004,0.177827941004,0.177827941004
29.791667,0.180282005638,0.180282005638,0.180282005638
29.833333,0.182769936902,0.182769936902,0.182769936902
29.875000,0.185292202164,0.185292202164,0.185292202164
29.916667,0.187849275241,0.187849275241,0.187849275241
29.958333,0.190441636487,0.190441636487,0.190441636487
30.000000,0.193069772888,0.193069772888,0.193069772888
30.041667,0.195734178149,0.195734178149,0.195734178149
30.083333,0.198435352787,0.198435352787,0.198435352787
30.125000,0.201173804228,0.201173804228,0.201173804228
30.166667,0.203950046901,0.203950046901,0.203950046901
30.208333,0.206764602331,0.206764602331,0.206764602331
30.250000,0.209617999245,0.209617999245,0.209617999245
30.291667,0.212510773663,0.212510773663,0.212510773663
30.333333,0.215443469003,0.215443469003,0.215443469003
30.375000,0.218416636183,0.218416636183,0.218416636183
30.416667,0.221430833722,0.221430833722,0.221430833722
30.458333,0.22448662785,0.22448662785,0.22448662785
30.500000,0.227584592607,0.227584592607,0.227584592607
30.541667,0.230725309959,0.230725309959,0.230725309959
30.583333,0.233909369899,0.233909369899,0.233909369899
30.625000,0.237137370566,0.237137370566,0.237137370566
30.666667,0.240409918351,0.240409918351,0.240409918351
30.708333,0.243727628014,0.243727628014,0.243727628014
30.750000,0.247091122799,0.247091122799,0.247091122799
30.791667,0.25050103455,0.25050103455,0.25050103455
30.833333,0.253958003832,0.253958003832,0.253958003832
30.875000,0.257462680049,0.257462680049,0.257462680049
30.916667,0.261015721568,0.261015721568,0.261015721568
30.958333,0.26461779584,0.26461779584,0.26461779584
31.000000,0.268269579528,0.268269579528,0.268269579528
31.041667,0.271971758633,0.271971758633,0.271971758633
31.083333,0.275725028622,0.275725028622,0.275725028622
31.125000,0.279530094561,0.279530094561,0.279530094561
31.166667,0.283387671245,0.283387671245,0.283387671245
31.208333,0.287298483335,0.287298483335,0.287298483335
31.250000,0.291263265491,0.291263265491,0.291263265491
31.291667,0.295282762511,0.295282762511,0.295282762511
31.333333,0.299357729472,0.299357729472,0.299357729472
31.375000,0.303488931872,0.303488931872,0.303488931872
31.416667,0.307677145773,0.307677145773,0.307677145773
31.458333,0.311923157945,0.311923157945,0.311923157945
31.500000,0.316227766017,0.316227766017,0.316227766017
31.541667,0.320591778626,0.320591778626,0.320591778626
31.583333,0.325016015567,0.325016015567,0.325016015567
31.625000,0.329501307949,0.329501307949,0.329501307949
31.666667,0.334048498351,0.334048498351,0.334048498351
31.708333,0.338658440979,0.338658440979,0.338658440979
31.750000,0.343332001828,0.343332001828,0.343332001828
31.791667,0.348070058843,0.348070058843,0.348070058843
31.833333,0.352873502085,0.352873502085,0.352873502085
31.875000,0.357743233898,0.357743233898,0.357743233898
31.916667,0.36268016908,0.36268016908,0.36268016908
31.958333,0.367685235051,0.367685235051,0.367685235051
32.000000,0.372759372031,0.372759372031,0.372759372031
32.041667,0.377903533217,0.377903533217,0.377903533217
32.083333,0.383118684956,0.383118684956,0.383118684956
32.125000,0.388405806934,0.388405806934,0.388405806934
32.166667,0.393765892356,0.393765892356,0.393765892356
32.208333,0.399199948135,0.399199948135,0.399199948135
32.250000,0.404708995076,0.404708995076,0.404708995076
32.291667,0.410294068075,0.410294068075,0.410294068075
32.333333,0.415956216307,0.415956216307,0.415956216307
32.375000,0.421696503429,0.421696503429,0.421696503429
32.416667,0.427516007773,0.427516007773,0.427516007773
32.458333,0.433415822555,0.433415822555,0.433415822555
32.500000,0.439397056076,0.439397056076,0.439397056076
32.541667,0.445460831933,0.445460831933,0.445460831933
32.583333,0.451608289229,0.451608289229,0.451608289229
32.625000,0.457840582785,0.457840582785,0.457840582785
32.666667,0.464158883361,0.464158883361,0.464158883361
32.708333,0.470564377872,0.470564377872,0.470564377872
32.750000,0.477058269614,0.477058269614,0.477058269614
32.791667,0.483641778488,0.483641778488,0.483641778488
32.833333,0.49031614123,0.49031614123,0.49031614123
32.875000,0.497082611644,0.497082611644,0.497082611644
32.916667,0.503942460835,0.503942460835,0.503942460835
32.958333,0.510896977451,0.510896977451,0.510896977451
33.000000,0.517947467923,0.517947467923,0.517947467923
33.041667,0.525095256712,0.525095256712,0.525095256712
33.083333,0.532341686556,0.532341686556,0.532341686556
33.125000,0.539688118723,0.539688118723,0.539688118723
33.166667,0.547135933267,0.547135933267,0.547135933267
33.208333,0.554686529287,0.554686529287,0.554686529287
33.250000,0.56234132519,0.56234132519,0.56234132519
33.291667,0.570101758958,0.570101758958,0.570101758958
33.333333,0.577969288415,0.577969288415,0.577969288415
33.375000,0.585945391507,0.585945391507,0.585945391507
33.416667,0.594031566573,0.594031566573,0.594031566573
33.458333,0.60222933263,0.60222933263,0.60222933263
33.500000,0.610540229659,0.610540229659,0.610540229659
33.541667,0.618965818891,0.618965818891,0.618965818891
33.583333,0.627507683106,0.627507683106,0.627507683106
33.625000,0.636167426922,0.636167426922,0.636167426922
33.666667,0.644946677104,0.644946677104,0.644946677104
33.708333,0.653847082866,0.653847082866,0.653847082866
33.750000,0.662870316183,0.662870316183,0.662870316183
33.791667,0.6720180721,0.6720180721,0.6720180721
33.833333,0.681292069058,0.681292069058,0.681292069058
33.875000,0.69069404921,0.69069404921,0.69069404921
33.916667,0.700225778753,0.700225778753,0.700225778753
33.958333,0.709889048257,0.709889048257,0.709889048257
34.000000,0.719685673001,0.719685673001,0.719685673001
34.041667,0.729617493318,0.729617493318,0.729617493318
34.083333,0.739686374937,0.739686374937,0.739686374937
34.125000,0.749894209332,0.749894209332,0.749894209332
34.166667,0.760242914084,0.760242914084,0.760242914084
34.208333,0.770734433234,0.770734433234,0.770734433234
34.250000,0.781370737652,0.781370737652,0.781370737652
34.291667,0.792153825406,0.792153825406,0.792153825406
34.333333,0.803085722139,0.803085722139,0.803085722139
34.375000,0.814168481448,0.814168481448,0.814168481448
34.416667,0.825404185268,0.825404185268,0.825404185268
34.458333,0.836794944268,0.836794944268,0.836794944268
34.500000,0.848342898244,0.848342898244,0.848342898244
34.541667,0.86005021652,0.86005021652,0.86005021652
34.583333,0.87191909836,0.87191909836,0.87191909836
34.625000,0.883951773374,0.883951773374,0.883951773374
34.666667,0.896150501947,0.896150501947,0.896150501947
34.708333,0.908517575652,0.908517575652,0.908517575652
34.750000,0.921055317689,0.921055317689,0.921055317689
34.791667,0.93376608332,0.93376608332,0.93376608332
34.833333,0.946652260308,0.946652260308,0.946652260308
34.875000,0.959716269368,0.959716269368,0.959716269368
34.916667,0.972960564621,0.972960564621,0.972960564621
34.958333,0.986387634057,0.986387634057,0.986387634057
35.000000,1,1,1
35.041667,1.02930223664,1.02633378389,1.02189714865
35.083333,1.05946309436,1.05336103595,1.04427378243
35.125000,1.09050773267,1.08110001783,1.06714040068
35.166667,1.12246204831,1.10956947207,1.09050773267
35.208333,1.15535269687,1.13878863476,1.1143867426
35.250000,1.189207115,1.16877724856,1.13878863476
35.291667,1.2240535433,1.19955557604,1.16372485878
35.333333,1.25992104989,1.23114441334,1.189207115
35.375000,1.29683955465,1.26356510426,1.21524735998
35.416667,1.33483985417,1.29683955465,1.24185781207
35.458333,1.37395364746,1.33099024722,1.26905095719
35.500000,1.41421356237,1.36604025675,1.29683955465
35.541667,1.45565318284,1.40201326566,1.32523664316
35.583333,1.49830707688,1.43893358001,1.35425554694
35.625000,1.54221082541,1.47682614594,1.38390988196
35.666667,1.58740105197,1.51571656651,1.41421356237
35.708333,1.63391545324,1.55563111901,1.44518080698
35.750000,1.68179283051,1.59659677271,1.47682614594
35.791667,1.73107312201,1.63864120709,1.50916442759
35.833333,1.78179743628,1.68179283051,1.54221082541
35.875000,1.83400808641,1.72608079945,1.57598084511
35.916667,1.88774862536,1.7715350382,1.61049033195
35.958333,1.94306388231,1.81818625906,1.64575547815
36.000000,2,1.86606598307,1.68179283051
36.041667,2.05860447329,1.9152065614,1.71861929812
36.083333,2.11892618872,1.96564119709,1.75625216037
36.125000,2.18101546533,2.01740396758,1.794709075
36.166667,2.24492409662,2.07052984768,1.83400808641
36.208333,2.31070539374,2.12505473323,1.87416763411
36.250000,2.37841423001,2.18101546533,1.9152065614
36.291667,2.44810708661,2.23844985526,1.95714412418
36.333333,2.51984209979,2.29739670999,2
36.375000,2.5936791093,2.35789585847,2.04379429731
36.416667,2.66967970834,2.41998817844,2.08854756485
36.458333,2.74790729492,2.48371562415,2.13428080135
36.500000,2.82842712475,2.54912125464,2.18101546533
36.541667,2.91130636568,2.61624926287,2.22877348519
36.583333,2.99661415375,2.68514500556,2.27757726951
36.625000,3.08442165082,2.75585503385,2.32744971756
36.666667,3.17480210394,2.82842712475,2.37841423001
36.708333,3.26783090648,2.9029103134,2.43049471996
36.750000,3.36358566101,2.97935492625,2.48371562415
36.791667,3.46214624402,3.05781261501,2.53810191438
36.833333,3.56359487256,3.13833639159,2.5936791093
36.875000,3.66801617282,3.2209806639,2.65047328632
36.916667,3.77549725073,3.30580127262,2.70851109387
36.958333,3.88612776461,3.39285552891,2.76781976393
37.000000,4,3.48220225318,2.82842712475
37.041667,4.11720894657,3.57390181478,2.89036161395
37.083333,4.23785237744,3.66801617282,2.95365229188
37.125000,4.36203093066,3.76460891802,3.01832885519
37.166667,4.48984819324,3.8637453157,3.08442165082
37.208333,4.62141078749,3.96549234985,3.15196169022
37.250000,4.75682846001,4.06991876841,3.2209806639
37.291667,4.89621417322,4.17709512971,3.29151095631
37.333333,5.03968419958,4.28709385015,3.36358566101
37.375000,5.1873582186,4.39998925311,3.43723859624
37.416667,5.33935941668,4.51585761922,3.51250432075
37.458333,5.49581458983,4.63477723785,3.58941815001
37.500000,5.65685424949,4.75682846001,3.66801617282
37.541667,5.82261273137,4.88209375268,3.74833526822
37.583333,5.99322830751,5.0106577545,3.83041312279
37.625000,6.16884330163,5.14260733295,3.91428824835
37.666667,6.34960420787,5.27803164309,4
37.708333,6.53566181296,5.41702218775,4.08758859462
37.750000,6.72717132203,5.55967287937,4.17709512971
37.791667,6.92429248805,5.70608010348,4.26856160271
37.833333,7.12718974512,5.85634278378,4.36203093066
37.875000,7.33603234564,6.01056244904,4.45754697038
37.916667,7.55099450145,6.16884330163,4.55515453903
37.958333,7.77225552923,6.33129228799,4.65489943511
38.000000,8,6.49801917085,4.75682846001
38.041667,8.23441789315,6.66913660341,4.86098943992
38.083333,8.47570475487,6.84476020546,4.96743124829
38.125000,8.72406186132,7.02500864149,5.07620382877
38.166667,8.97969638647,7.21000370089,5.1873582186
38.208333,9.24282157498,7.39987038019,5.30094657264
38.250000,9.51365692002,7.5947369676,5.41702218775
38.291667,9.79242834644,7.79473512961,5.53563952786
38.333333,10.0793683992,8,5.65685424949
38.375000,10.3747164372,8.21067027112,5.78072322791
38.416667,10.6787188334,8.42688828764,5.90730458376
38.458333,10.9916291797,8.64880014267,6.03665771037
38.500000,11.313708499,8.87655577654,6.16884330163
38.541667,11.6452254627,9.11030907805,6.30392338043
38.583333,11.986456615,9.35021798849,6.4419613278
38.625000,12.3376866033,9.59644460833,6.58302191262
38.666667,12.6992084157,9.84915530676,6.72717132203
38.708333,13.0713236259,10.1085208341,6.87447719249
38.750000,13.4543426441,10.3747164372,7.02500864149
38.791667,13.8485849761,10.6479219778,7.17883630001
38.833333,14.2543794902,10.928322054,7.33603234564
38.875000,14.6720646913,11.2161061253,7.49667053644
38.916667,15.1019890029,11.5114686401,7.66082624559
38.958333,15.5445110585,11.8146091675,7.8285764967
39.000000,16,12.1257325321,8
39.041667,16.4688357863,12.4450489521,8.17517718923
39.083333,16.9514095097,12.7727741817,8.35419025942
39.125000,17.4481237226,13.1091296567,8.53712320541
39.166667,17.9593927729,13.4543426441,8.72406186132
39.208333,18.48564315,13.8086463956,8.91509394077
39.250000,19.02731384,14.1722803056,9.11030907805
39.291667,19.5848566929,14.5454900724,9.30979887022
39.333333,20.1587367983,14.9285278646,9.51365692002
39.375000,20.7494328744,15.3216524912,9.72197887984
39.416667,21.3574376667,15.7251295767,9.93486249659
39.458333,21.9832583593,16.1392317406,10.1524076575
39.500000,22.627416998,16.5642387815,10.3747164372
39.541667,23.2904509255,17.0004378658,10.6018931453
39.583333,23.97291323,17.4481237226,10.8340443755
39.625000,24.6753732065,17.907598842,11.0712790557
39.666667,25.3984168315,18.37917368,11.313708499
39.708333,26.1426472519,18.8631668677,11.5614464558
39.750000,26.9086852881,19.3599054275,11.8146091675
39.791667,27.6971699522,19.8697249932,12.0733154207
39.833333,28.5087589805,20.3929700371,12.3376866033
39.875000,29.3441293825,20.9299941029,12.6078467609
39.916667,30.2039780058,21.4811600445,12.8839226556
39.958333,31.0890221169,22.0468402708,13.1660438252
40.000000,32,22.627416998,13.4543426441
40.041667,32.9376715726,23.2232825072,13.748954385
40.083333,33.9028190195,23.83483941,14.050017283
40.125000,34.8962474453,24.46250092,14.3576726
40.166667,35.9187855459,25.1066911327,14.6720646913
40.208333,36.9712862999,25.7678453112,14.9933410729
40.250000,38.0546276801,26.4464101809,15.3216524912
40.291667,39.1697133857,27.1428442313,15.6571529934
40.333333,40.3174735966,27.8576180255,16
40.375000,41.4988657488,28.5912145183,16.3503543785
40.416667,42.7148753334,29.3441293825,16.7083805188
40.458333,43.9665167187,30.1168713442,17.0742464108
40.500000,45.2548339959,30.9099625256,17.4481237226
40.541667,46.5809018509,31.7239387988,17.8301878815
40.583333,47.9458264601,32.5593501473,18.2206181561
40.625000,49.3507464131,33.4167610377,18.6195977404
40.666667,50.796833663,34.2967508012,19.02731384
40.708333,52.2852945037,35.1999140249,19.4439577597
40.750000,53.8173705762,36.1268609538,19.8697249932
40.791667,55.3943399044,37.0782179028,20.3048153151
40.833333,57.017517961,38.0546276801,20.7494328744
40.875000,58.6882587651,39.0567500214,21.2037862906
40.916667,60.4079560116,40.085262036,21.668088751
40.958333,62.1780442338,41.1408586636,22.1425581114
41.000000,64,42.2242531447,22.627416998
41.041667,65.8753431452,43.336177502,23.1228929116
41.083333,67.805638039,44.477383035,23.629218335
41.125000,69.7924948906,45.6486408278,24.1466308415
41.166667,71.8375710918,46.8507422703,24.6753732065
41.208333,73.9425725998,48.0844995923,25.2156935217
41.250000,76.1092553602,49.3507464131,25.7678453112
41.291667,78.3394267715,50.6503383039,26.3320876505
41.333333,80.6349471933,51.9841533668,26.9086852881
41.375000,82.9977314977,53.3530928273,27.49790877
41.416667,85.4297506669,54.7580816437,28.100034566
41.458333,87.9330334373,56.2000691319,28.7153452
41.500000,90.5096679919,57.6800296071,29.3441293825
41.541667,93.1618037019,59.1989630416,29.9866821458
41.583333,95.8916529201,60.7578957408,30.6433049824
41.625000,98.7014928261,62.3578810369,31.3143059868
41.666667,100,64,32
41.708333,100,65.685362169,32.7007087569
41.750000,100,67.4151063011,33.4167610377
41.791667,100,69.1904011414,34.1484928217
41.833333,100,71.0124462123,34.8962474453
41.875000,100,72.8824726244,35.6603757631
41.916667,100,74.8017439079,36.4412363122
41.958333,100,76.7715568666,37.2391954809
42.000000,100,78.7932424541,38.0546276801
